,Text,Datetime,Location,Hashtags
167,freefall tipping point turning point politics corruption 4,17:12:20 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
168,thiefinchief zuma corruption leadership 2,17:12:20 00:55:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
169,freefall tipping point turning point politics corruption 1,17:12:19 23:35:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
170,thiefinchief zuma corruption leadership 0,17:12:19 22:55:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
171,top six calling rerun entire topsix indeed desperate attempt keep corruption,17:12:19 22:52:34,South Africa,"['TopSix', 'corruption', 'ANC']"
172,thiefinchief zuma corruption leadership 22,17:12:19 20:40:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
173,two dodgy dudes zuma camp corruption rumours dodgy deals plague mabuza magashule via,17:12:19 19:25:42,pretoria,"['zuma', 'corruption']"
174,thiefinchief zuma corruption leadership 20,17:12:19 18:40:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
175,thiefinchief zuma corruption leadership 19,17:12:19 17:05:11,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
176,thiefinchief zuma corruption leadership 17,17:12:19 15:35:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
177,thiefinchief zuma corruption leadership 15,17:12:19 13:30:23,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
178,thiefinchief zuma corruption leadership 14,17:12:19 12:25:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
179,steinhofffraud biggest corporate fraud one arrested want zuma guptas locked wmc anc54 mediacoverup cr17 must get rid corruption sm,17:12:19 12:12:20,South Africa,"['SteinhoffFraud', 'FRAUD', 'Zuma', 'Guptas', 'WMC', 'ANC54', 'MEDIACOVERUP', 'CR17', 'Corruption']"
180,thiefinchief zuma corruption leadership 12,17:12:19 10:35:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
181,two problems remained top six dd ace corruption continues ndzhasfallen ancelectiveconference,17:12:19 10:08:43,Pretoria,"['ANC', 'Corruption', 'NDZHasFallen', 'ANCElectiveConference']"
182,endofanerror zumamustgo zumamustfall corruption idiot freesouthafricafromthisfool,17:12:19 09:45:51,"Cape Town, South Africa","['endofanerror', 'zumamustgo', 'zumamustfall', 'corruption', 'idiot', 'freesouthafricafromthisfool']"
183,freefall tipping point turning point politics corruption 11,17:12:19 09:35:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
184,apartheid back blacks poor allowed public places even toiletharsh days ahead blacks corruption loot rape girls killing poors anc54 top6 ancelectiveconference ancdecides2017 cyrilramaphosa,17:12:19 09:18:10,South Africa,"['apartheid', 'corruption', 'Loot', 'rape', 'killing', 'ANC54', 'TOP6', 'ANCElectiveConference', 'ANCdecides2017', 'CyrilRamaphosa']"
185,note quickly mobilizes 68 missing votes still quite work energy look 100 billion missing rands anc54 results corruption,17:12:19 08:35:23,Johannesburg,"['ANC54', 'Corruption']"
186,maybe gonna fall something make sick lol one negative news reports corruption mismanagement,17:12:19 08:21:27,"Johannesburg, South Africa","['corruption', 'mismanagement']"
187,thiefinchief zuma corruption leadership 10,17:12:19 08:10:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
188,cyrilramaphosa corruption sleaze ramaphosas victory many symbolically represent kind,17:12:19 07:46:37,"Cape Town, South Africa","['cyrilramaphosa', 'anc', 'corruption', 'sleaze']"
189,latest environmental news uj library igf2017 corruption,17:12:19 06:13:11,"Johannesburg, South Africa","['igf2017', 'corruption']"
190,group corruption choice soldout delegates used bidvest rooms luxury treatment received favoring cr17 time scams statecapture moneylaundaring freely command ramaphosa,17:12:19 06:07:28,South Africa,"['Corruption', 'Bidvest', 'CR17', 'scams', 'statecapture', 'moneylaundaring', 'Ramaphosa']"
191,helm mpumalanga mabuza accounts set atop fiefdom ruling fear violence leaving trail political assassinations allegations widescale corruption wake via anc54,17:12:19 05:43:45,South Africa,"['Mpumalanga', 'Mabuza', 'assassinations', 'corruption', 'ANC54']"
192,thiefinchief zuma corruption leadership 7,17:12:19 05:35:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
193,want cyril deal zuma criminals around statecapture corruption nkandla guptas ndpp ancelectiveconference cr17,17:12:19 05:26:39,"Mpumalanga, South Africa","['Cyril', 'Zuma', 'StateCapture', 'Corruption', 'Nkandla', 'Guptas', 'NDPP', 'ANCElectiveConference', 'CR17']"
194,freefall tipping point turning point politics corruption 6,17:12:19 04:10:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
195,freefall tipping point turning point politics corruption 4,17:12:19 02:35:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
196,thiefinchief zuma corruption leadership 2,17:12:19 00:55:05,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
197,freefall tipping point turning point politics corruption 1,17:12:18 23:35:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
198,thiefinchief zuma corruption leadership 0,17:12:18 22:55:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
199,white votebuying ok corruption clear racist statement fault brainwashed whitemedia like,17:12:18 22:29:49,South Africa,"['White', 'VoteBuying', 'Corruption', 'Racist', 'Brainwashed', 'WhiteMedia']"
200,thiefinchief zuma corruption leadership 22,17:12:18 20:40:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
201,integrity achieved alignment think say choices top6 communicate zero tolerance corruption speaks loudly cant hear say anc54 ancdecides,17:12:18 19:01:30,"Sandton, South Africa","['Integrity', 'Top6', 'corruption', 'ANC', 'ANC54', 'ANCDecides']"
202,win ramaphosa sure harsh days ahead poors blacks every evil back apartheid corruption loot killing without doubt blackday history anc54,17:12:18 18:49:44,South Africa,"['ramaphosa', 'apartheid', 'Corruption', 'Loot', 'Killing', 'BlackDay', 'ANC54']"
203,thiefinchief zuma corruption leadership 20,17:12:18 18:40:12,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
204,wishing ramaphosa best fight corruption statecapture especially ace sg anc54,17:12:18 17:45:21,Johannesburg,"['Ramaphosa', 'corruption', 'statecapture', 'ANC54']"
205,cant believelead us well anc54 cr17siyavuma cr17 fight statecapture corruption,17:12:18 17:20:34,"Pretoria, South Africa","['ANC54', 'CR17siyavuma', 'CR17', 'StateCapture', 'Corruption']"
206,thiefinchief zuma corruption leadership 19,17:12:18 17:05:17,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
207,anc54 job cr17 ancconference2017 end must graph contract fill vacant ndpp smalema skabs matic time law plays part statecapture corruption,17:12:18 16:36:57,South Africa,"['ANC54', 'CR17', 'ANCConference2017', 'NDPP', 'StateCapture', 'corruption']"
208,mfusi corruption corruptionwatch starts,17:12:18 16:05:50,"Johannesburg, South Africa","['corruption', 'CorruptionWatch']"
209,thiefinchief zuma corruption leadership 17,17:12:18 15:35:09,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
210,wierzycka statecapture corruption criminal offenses political must pay crimes,17:12:18 13:56:47,Johannesburg,"['statecapture', 'Corruption']"
211,actually wrong score card ease reference 1 khwezi 2 nkandla 3 sononokhoza 4 guptagate 5 nenegate 6 junkstatus 7rand 8 sabc 9 corruption 10 saa continued antizumamarches,17:12:18 13:40:08,"Pretoria, South Africa","['Khwezi', 'Nkandla', 'SononoKhoza', 'Guptagate', 'Nenegate', 'JunkStatus', 'Rand', 'SABC', 'Corruption', 'SAA', 'AntiZumaMarches']"
212,thiefinchief zuma corruption leadership 15,17:12:18 13:25:08,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
213,thiefinchief zuma corruption leadership 14,17:12:18 12:25:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
214,hypocrisy justice still prevailed old guard rewarded corruption anc54 must address,17:12:18 11:55:39,"Pretoria, South Africa","['corruption', 'ANC54']"
215,apparently ret wont deal wmc anc54 hegelian dialectic play corruption action enabler beneficiary ancdecides,17:12:18 11:40:36,"Pretoria, South Africa","['ANC54', 'corruption', 'ANCDecides']"
216,freeeducation nhi possible corruption allowed flourish,17:12:18 11:14:13,"Pretoria, South Africa","['FreeEducation', 'NHI', 'corruption']"
217,thiefinchief zuma corruption leadership 12,17:12:18 10:35:05,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
218,freefall tipping point turning point politics corruption 11,17:12:18 09:35:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
219,add generous serving corruption brownenvelopes,17:12:18 09:07:54,South Africa ,"['Corruption', 'BrownEnvelopes']"
220,thiefinchief zuma corruption leadership 10,17:12:18 08:10:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
221,markusjooste wiped first years pension many others steinhoffsacndal assets sold thrown prison give millions lost back south africans effectively stole corruption steinhofffraud,17:12:18 07:51:12,"George, South Africa","['MarkusJooste', 'SteinhoffSacndal', 'Corruption', 'SteinhoffFraud']"
222,mabuza magashula belong whats group zuma corruption next level,17:12:18 07:50:23,South africa ,['Corruption']
223,nototribalism corruption vote ramaphosa cr17 cr lectures,17:12:18 07:25:20,"Johannesburg, South Africa","['NoToTribalism', 'corruption', 'CR17', 'CR']"
224,yes obviously person numerous achievements like marikanamassacre corruption ramaphosaleaks etc best choice become president well said buddy anc54 ancelectiveconference ancconference,17:12:18 07:06:18,"Johannesburg, South Africa","['MarikanaMassacre', 'Corruption', 'RamaphosaLeaks', 'ANC54', 'ANCElectiveConference', 'ANCConference']"
225,normalisation corruption via corruption media politics fb,17:12:18 05:57:38,"Tshwane, Gauteng, South Africa","['corruption', 'media', 'politics', 'fb']"
226,thiefinchief zuma corruption leadership 7,17:12:18 05:35:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
227,us senator bob corker said read tax bill denies changing vote exchange personal tax breaks corkerkickback corruption,17:12:18 04:51:03,"Cape Town, South Africa","['CorkerKickback', 'Corruption']"
228,freefall tipping point turning point politics corruption 6,17:12:18 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
229,muthambi warns implications corruption read gt,17:12:18 04:00:01,Pretoria,['corruption']
230,freefall tipping point turning point politics corruption 4,17:12:18 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
231,thiefinchief zuma corruption leadership 2,17:12:18 00:55:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
232,true bias white media shameful corruption votebuying ramaphosa cr17 ancelectiveconference2017,17:12:18 00:32:12,South Africa,"['White', 'Corruption', 'VoteBuying', 'Ramaphosa', 'CR17', 'ANCElectiveConference2017']"
233,breaking news spokesman zizi kodwa advises members take money still vote conscience ancvotes ancconference votebuying bribery corruption ancconference2017,17:12:18 00:18:43,South Africa,"['ANC', 'ANCVotes', 'ANCConference', 'VoteBuying', 'Bribery', 'Corruption', 'ANCConference2017']"
234,breaking news mathews phosa true money used influence outcome conference told money exchanging hands gate 16 nasrec go investigate votebuying corruption bribery,17:12:18 00:14:26,South Africa,"['VoteBuying', 'Corruption', 'Bribery']"
235,breaking news shocking claims votebuying made several leaders including zikalala mathews phosa call full investigation bidvest provided funding hotel rooms sacp even admits providing pocket money votebuying corruption,17:12:17 23:44:34,South Africa,"['VoteBuying', 'VoteBuying', 'Corruption']"
236,breaking news sihle zikalala accuses bidvest using money paid hotel rooms buy influence delegates bidvest allegedly booked hotel monte casino certain delegates call investigation votebuying corruption,17:12:17 23:36:52,South Africa,"['VoteBuying', 'Corruption']"
237,freefall tipping point turning point politics corruption 1,17:12:17 23:35:03,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
238,thiefinchief zuma corruption leadership 0,17:12:17 22:55:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
239,thiefinchief zuma corruption leadership 22,17:12:17 20:40:08,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
240,thiefinchief zuma corruption leadership 20,17:12:17 18:40:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
241,stuff exasperates racialdivide pretty sure average mean mode southafrican wishes justice broad concept corruption country democracy accountability ruleoflaw freepress stability,17:12:17 17:05:22,South Africa ,"['RacialDivide', 'SA', 'SouthAfrican', 'Corruption', 'Democracy', 'Accountability', 'RuleOfLaw', 'FreePress', 'Stability']"
242,thiefinchief zuma corruption leadership 19,17:12:17 17:05:09,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
243,corruption zumamustgo whatawanker,17:12:17 16:46:05,"Cape Town, South Africa","['corruption', 'zumamustgo', 'whatawanker', 'anc']"
244,mantashe said press conference fall apart hes partly right something cannot fall apart already fallen apart anc53 ancelectiveconference2017 democracy zuma corruption,17:12:17 15:54:51,South Africa,"['Mantashe', 'ANC53', 'ANCElectiveConference2017', 'Democracy', 'Zuma', 'Corruption']"
245,thiefinchief zuma corruption leadership 17,17:12:17 15:35:05,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
246,thiefinchief zuma corruption leadership 15,17:12:17 13:10:08,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
247,thiefinchief zuma corruption leadership 14,17:12:17 12:25:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
248,breaking news emerged bidvest booked several rooms behalf delegates condemned various sources well political observers clear capitalist interests agenda influence corruption,17:12:17 11:18:07,South Africa,"['Capitalist', 'Corruption']"
249,thiefinchief zuma corruption leadership 12,17:12:17 10:35:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
250,freefall tipping point turning point politics corruption 11,17:12:17 09:35:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
251,corruption zuma cronies called another office ancconference2017 statecapture corruption,17:12:17 09:07:02,South Africa,"['ANCConference2017', 'StateCapture', 'Corruption']"
252,colourcoding comes greed corruption statecapture steinhofffraud steinhoff,17:12:17 08:52:30,South Africa,"['ColourCoding', 'Greed', 'Corruption', 'StateCapture', 'SteinhoffFraud', 'Steinhoff']"
